class,lyric
0,"Well flesh from my soul  
What's wrong with me?  
My body's shakin' like a willow tree.  
  
Call on me baby  
When you need a hand.  
I'll give you somethin'  
That you don't understand.  
  
[Chorus]  
'Cause I can turn back the hands of time,  
Make you mine  
Sweet and fine.  
I can call on the hands of love,  
To chase you down  
And bring you home.  
  
Every day and every night,  
I spend all my time just tryin'a'  
Treat you right.  
  
Call on me baby  
If you feel like cryin'  
I'll be there beside you,  
Ain't no denyin'  
  
[Chorus]  
  
[Instrumental]  
  
Baby!  
Oh yeah!  
Over here!  
  
Well flesh from my soul,  
What's a man to do?  
I'm all shook up 'cause I'm  
Lost in you  
  
Call on me baby  
If you need my love  
I'll stay with you darlin'  
'Til you've had enough  
  
[Chorus: x2]

"
0,"How many times do you hear it?  
It goes on all day long  
Everyone knows everything  
And no one's ever wrong  
Until later  
  
Who can you believe?  
It's hard to play it safe  
But apart from a few good friends  
We don't take anything on faith  
Until later  
  
Show don't tell  
Show me don't tell me  
You've figured out the score  
Show me don't tell me  
I've heard it all before  
Show me don't tell me  
I don't care what you say  
Show me don't tell me  
  
You can twist perceptions  
Reality won't budge  
You can raise objections  
I will be the judge  
And the jury  
  
I'll give it due reflection  
Watching from the fence  
Give the jury direction  
Based on the evidence  
I, the jury  
  
Show me don't tell me  
Hey, order in the court  
Show me don't tell me  
Let's try to keep it short  
Show me don't tell me  
Enough of your demands  
Show me don't tell me  
Witness take the stand  
Show me don't tell me  
  
Show me don't tell me  
Hey, order in the court  
Show me don't tell me  
Let's try to keep it short  
Show me don't tell me  
I don't care what you say  
Show me don't tell me  
Let's see exhibit A

"
0,"You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
  
Loving you feels so right  
From the way you kiss me  
And how you hold me tight, no  
And every day with you is a surprise  
You put a smile on my face  
Don't ever wanna have to say goodbye  
  
I can't lie  
Yeah, you had me at hello  
And it's something you should know, baby  
  
Boy, you keep on blowing my mind  
Caught up in my emotions  
You can be my Mr. Loverboy  
The way you make me feel inside  
Come back over and over  
Won't you be my Mr. Lover, Mr. Loverboy?  
  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
  
Start on something brand new  
Got me second guessing  
If it's really true  
Touching from cheek to cheek  
And my knees are shaking  
Got me feeling weak  
  
I can't lie  
Yeah, you had me at hello  
And it's something you should know, baby  
  
Boy you keep on blowing my mind  
Caught up in my emotions  
You can be my Mr. Loverboy  
The way you make me feel inside  
Come back over and over  
Won't you be my Mr. Lover, Mr. Loverboy?  
  
Thought that you would be my Mr. Love  
You can be my lover  
I can be your love  
Won't won't you you be my loverboy?  
Hoping you'll be mine, mine, mine  
Hoping you'll be mine, mine, mine  
Just keep blowing my mind  
  
Boy you keep on blowing my mind  
Caught up in my emotions  
You can be my Mr. Loverboy  
The way you make me feel inside  
Come back over and over  
Won't you be my Mr. Lover, Mr. Loverboy?  
  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
I can be your love  
You can be my lover  
  
You can be my Mr. Loverboy

"
0,"Girl I know I been busy didn't get to talk  
But don't let your head play them games with your heart  
It's been a little crazy doing what I do  
But I just can't wait to get up with you  
  
I know it's been hard, me not being there  
Baby I don't want you thinking that I really don't care  
And I know that you're feeling like I'm being unfair  
But your love is with me everywhere  
  
When I dream I think of you, breathe I think of you  
All day I think of you give all my love to you and only you  
Swear it's true, all I do is think of you  
When I pray I think of you, far away I think of you  
All day I think of you, my heart belongs to you and only you  
Yes it's true, all I do is think of you  
  
Always say I love you before I go to sleep  
If I die before I wake then I'll take your love with me  
Every second I'm away from you feels like misery  
Cause I know where I really wanna be  
  
I know it's been hard, me not being there  
Baby I don't want you thinking that I really don't care  
And I know that you're feeling like I'm being unfair  
But your love is with me everywhere  
  
What do you do when you love someone so much  
You'd do almost anything just for one touch  
Try to make an excuse just to get away  
That's the way that I feel about you baby  
When I leave do you know what I go through  
It makes me cry every time cause I miss you  
And I hope you feel the same way too  
Cause all I do is think of you

"
0,"This time, it's different  
Be sure, I mean it  
Can't go on trading on ideas that I just don't own  
A life with some meaning, a life with some sense  
I want, to blame you  
Give you, my power  
I keep it all on the inside, keep it locked in the dark  
I keep it all on the inside, keep it locked in the dark  
People telling me it's not my responsibility  
But it is my problem and it's my life, my life  
I must believe the solutions, to the problems, are in my hands  
  
Feel the presence of other  
Love the resistance it presents  
Different from and outside of me  
Pushing me to find what is self  
  
Slow down, just talk  
Sit down, right here  
Must be an answer to the question of birth and death  
A world with some meaning  
A world with some peace  
Inside, it's turbulent, outside, reflects it  
Hear you knockin' on the inside  
Hear me breathe answer please  
Hear you knockin' on the inside  
Hear you breathe answer me  
People telling me what they think that I should be  
Only thing that I can be is myself, myself  
I must believe in my choices to create value out of everything  
  
Feel the presence of other  
Love the resistance it presents  
Different from and outside of me  
Pushing me to find what is self  
Feel the presence of other  
Love the resistance it offers  
Different from and outside of me  
Pushing me to find what is self  
  
This time, it's different  
I'm sure I mean it  
Slow down, just listen  
It's my life, it's my life

"
0,"If the satcheting of gentlemen  
Gives you grievance now and then  
What's needed are some memories of planing lakes  
Those planing lakes will surely calm you down.  
Nothing frightens me more  
Than religion at my door  
I never answer panick knocking  
Falling down the stairs upon the law,  
What law?  
There's a law for everything  
And for Elephants that sing to keep  
The cows that agriculture won't allow  
Hanky Panky nohow  
Hanky Panky nohow  
Hanky Panky nohow ohhhhhhh  
There's a law for everything  
And for Elephants that sing to keep  
The cows that agriculture won't allow  
Hanky Panky nohow  
Hanky Panky nohow  
Hanky Panky nohow ohhhhhhh  
  
  

"
0,"Waitin' for the night to fade  
Here on a foreign shore  
And all I've done is run away  
Like too many nights before  
  
Its taken far too long  
To make my world my own  
I'm gonna try  
'Cause this time round  
I've made my mind up  
  
[Chorus]  
If I think about leavin'  
I'm gonna do it right, alright  
'N if I'm thinkon' about holdin' on  
I'm gonna do it right  
  
Never been known to lie to me  
Ain't gonna start in now  
I've never been one for hide and seek  
So what's all this endless doubt about  
  
I know just what I'll do  
I've got to make my move  
'N I'll be fine  
'Cause this time round  
I've made my mind up  
  
[Chorus]  
  
Don't matter what you do  
Just get to doin'  
It'll come to you  
  
No more maybe  
No more baby  
No more ""save me""  
  
And if I want to live my life  
I gotta get it up to do it right  
And if I want to feel alright  
Gotta shed a little light on me tonight  
  
Oh, hold on, hold on  
  
[Chorus: x2]

"
0,"One day I'll hear the laugh of children  
In a world where war has been banned  
One day I'll see, men of all colours  
Sharing words of love and devotion  
  
Stand up and feel, the holy spirit  
Find the power of your faith  
Open your heart to those who need you  
In the name of love and devotion  
  
'Cause I believe in the people  
Of all nations  
To join and to care for love  
I believe in a world  
Where light will guide us  
And giving our love  
We'll make heaven on earth  
  
The things we never said come together  
The hidden truth no longer haunting me  
Tonight we touched on the things that were never spoken  
That kind of understanding sets me free

"
0,"You think that I don't feel love  
But what I feel for you is real love  
In other's eyes I see reflected  
A hurt, scorned, rejected  
  
Love child, never meant to be  
Love child, born in poverty  
Love child, never meant to be  
Love child, take a look at me  
  
I started my life in an old, cold run down tenement slum  
My father left, he never even married mom  
I shared the guilt my mama knew  
So afraid that others knew I had no name  
  
This love we're contemplating  
Is worth the pain of waiting  
We'll only end up hating  
The child we maybe creating  
  
Love child, never meant to be  
Love child, (scorned by) society  
Love child, always second best  
Love child, different from the rest  
  
Mm, baby (hold on, hold on, just a little bit)  
Mm, baby (hold on, hold on, just a little bit)  
I started school, in a worn, torn, dress that somebody threw out  
I knew the way it felt, to always live in doubt  
To be without the simple things  
So afraid my friends would see the guilt in me  
  
Don't think that I don't need you  
Don't think I don't want to please you  
No child of mine 'll be bearing  
The name of shame I've been wearing  
  
Love child, love child, never quite as good  
Afraid, ashamed, misunderstood  
  
But I'll always love you  
I'll always love you  
I'll always love you  
I'll always love you  
I'll always love you  
I'll always love you

"
0,"Well, I've been a lot of places  
And I've seen a lot of things  
I met all kinds of people  
Including queens and kings  
  
Had my share of heartbreak  
Stabbed me in my back  
I cried to my friends about it  
And they talked a lot of slack  
  
But oh, what a revelation  
When much to my surprise  
Then came you, wonderful you  
Right before my eyes  
  
5 minutes away, 5 minutes away  
You know I been  
All around the world to find  
It was right at my door  
  
5 minutes away, 5 minutes away  
I found love, love  
Just minutes away  
  
Everybody's got a story  
And it ain't nothing new  
I'm talking to the one  
Who's been looking for love  
And it just might be you  
  
While you're running around  
Hanging all around town  
With a fool that ain't no good  
But that very special someone  
Could be right in your neighborhood  
  
5 minutes away, 5 minutes away  
You know I went  
All around the world  
Just to find it right at my door  
  
5 minutes away, 5 minutes away  
You see, I found love, love, love  
Just minutes away  
  
Times when love ain't easy  
It's a game that we all play  
And the prize that we pay  
Is sometimes much too high  
  
Take it from me and don't look too far  
Love might be in your own backyard  
There's a better chance to find romance  
Just by starting today  
  
5 minutes away  
You know I went  
All around the world  
To find it right at my door  
  
5 minutes away, 5 minutes away  
You know, love, love, love  
Could be minutes away  
I said, love, love, love  
Is just minutes away  
  
5, 5, 5, 5 minutes away  
5, 5, 5 minutes away  
5, 5, 5, 5 minutes away  
5, 5, 5 minutes away  
  
5, 5, 5, 5 minutes away  
5, 5, 5 minutes away  
5, 5, 5, 5 minutes away  
5, 5, 5 minutes away  
5, 5, 5, 5 minutes away  
5, 5, 5 minutes away

"
0,"Hear me,  
Don't tempt me anymore,  
It was all a dream,  
Resist your feelings stranger,  
  
Don't call me, don't write,  
Don't lose any sleep over me,  
Cause I'm sleeping just fine,  
Yeah,  
  
I don't cry,  
And I don't want you to anymore,  
I'm ok,  
You are better as long as you're far,  
I don't want you hanging around my door,  
Anymore, anymore, anymore,  
  
Hear this, Take the hint and all the signs,  
Hear me, I don't want to talk anytime,  
I don't know or need you anymore,  
And I like it,  
Yeah,  
  
I don't cry,  
And I don? T want you to anymore,  
I'm ok,  
You are better as long as you're far,  
I don't want you hanging around my door,  
Anymore, anymore, anymore,  
  
For once, just let me be,  
For once, you can think of me,  
For once, I'm happy,  
So don't do it, don't ruin it,  
Don't say it cause I don't want to hear it anymore,  
I know you feel it,  
Don't call me, don't write,  
Don't lose any sleep over me,  
Cause I'm sleeping just fine,  
Yeah,  
  
I don't cry,  
And I don't want you to anymore,  
I'm ok,  
You are better as long as you're far,  
I don't want you hanging around my door,  
Anymore, anymore, anymore

"
0,"It's in your eyes,  
The love you hide away.  
You can't disguise  
The things you feel, the thing you say  
  
If you just call my name  
Any time at all, I'll be there.  
  
I don't know why,  
The way you're falling away from me.  
I can't describe  
It's how it feels, it's what I see.  
  
If you just call my name  
Anytime at all,  
Anytime at all,  
Anytime at all, I'll be there.  
  
I look around, all I see is you  
But you gotta tell me that you want me too.  
Look at me, you're all that I need, it's true.  
  
I'm here, just call my name  
Anytime at all, I'll be there.  
  
I look around, all I see is you  
But you gotta tell me that you want me too.  
Look at me, you're all that I need, it's true.  
  
I can't disguise  
The love I wait for you to share  
I can't deny  
If you reach out and touch my hand it's there.  
  
Or just call my name,  
Anytime at all,  
Anytime at all,  
Anytime at all, I'll be there.

"
0,"Our little boy is four years old  
And quite a little man  
So we spell out the words  
We don't want him to understand  
Like T-O-Y or maybe S-you-are P-are-I-S-E  
But the words we're hiding from him now  
Tear the heart right out of me.  
  
Our D-I-V-O-are-C-E, becomes final today  
Me and little J-O-E will be goin' away  
I love you both and this will be pure H-E double L for me  
Oh, I wish that we could stop this D-I-V-O-are-C-E.  
  
Watch him smile, he thinks it Christmas  
Or his 5th Birthday  
And he thinks C-you-S-T-O-D-Y spells fun or play  
I spell out all the hurtin' words  
And turn my head when I speak  
'Cause I can't spell away this hurt  
That's drippin' down my cheek.  
  
Our D-I-V-O-are-C-E, becomes final today  
Me and little J-O-E will be goin' away  
I love you both and this will be pure H-E double L for me  
Oh, I wish that we could stop this D-I-V-O-are-C-E...

"
0,"(Weird world, weird world)  
Hey hey hey  
  
There's silence over the city but it's so noisy  
There is reason for looking up but I'm feeling down  
You see I've got to catch a plane, won't buy a ticket  
Cause it's hard to stop when you're spinning around  
  
It's a weird world don't you know it  
It's a weird world and it won't slow down  
It's a weird world no matter how you roll it  
  
Hey hey hey  
Sweet baby  
There's a way, just stand up and fight it  
Hey hey hey  
Never give up and don't let it wear out, your love  
It's a weird world, yea  
  
Sent a message to a G.I. in the desert  
Said thank you man for bringing another dawn  
Back here it's her and me and we're having our first baby  
He's out there taking them on  
  
It's a weird world and I know you know it  
It's a weird world and it won't slow down  
It's a weird world no matter how you roll it  
  
Hey hey hey  
Sweet baby  
There's a way, just stand up and fight it  
Hey hey hey  
Never give up and don't let it wear out, your love  
  
I'm closing my eyes but I'm starting to see  
While he's looking at you, she's looking at me  
The only thing he does is just keep me away from you  
'Cause you're part of this place  
But if I die, don't let them take away your beautiful smile  
Take away your beautiful smile  
Take away your beautiful smile  
  
Hey hey hey  
Sweet baby  
There's a way just stand up and fight it  
Hey hey hey sweet baby  
There's a way for you to decide it  
Hey hey hey  
Never give up and don't let it wear out, your love  
  
(Hey hey hey)  
It's a weird world don't you know it?  
(Hey hey hey)  
It's a weird world don't you know it?  
(Hey hey hey)  
It's a weird world don't you know it?  
Hey hey hey

"
0,"Any tough can fight, few can play  
Any tough can fight, few can play  
Any fool can fall, few can lay  
Any fool can fall, few can lay  
Any stud can reproduce, few can please  
Any stud can reproduce, few can please  
Anyone can pay, few can lease  
Anyone can pay, few can lease  
  
It's hard  
It's hard  
(It's a hard, hard hand to hold  
(it's a hard, hard hand to hold  
It's a hard land to control)  
It's a hard land to control)  
  
Any man can claim, few can find  
Any man can claim, few can find  
Any girl can blink, few can lie  
Any girl can blink, few can lie  
Anyone can promise, few can raise  
Anyone can promise, few can raise  
Anyone can try, but a few can stay  
Anyone can try, but a few can stay  
  
Any brain can hide, few can stand  
Any brain can hide, few can stand  
Any kid can fly, few can land  
Any kid can fly, few can land  
Any gang can scatter, few can form  
Any gang can scatter, few can form  
Any kid can chatter, few can inform  
Any kid can chatter, few can inform  
  
It's hard  
It's very, very, very, very hard, so very hard  
It's hard  
It's very, very, very, very hard, so very hard  
  
It's hard  
It's hard  
(It's a hard, hard hand to hold  
(It's a hard, hard hand to hold  
It's a hard land to control)  
It's a hard land to control)  
  
Any soul can sleep, few can die  
Any soul can sleep, few can die  
Any wimp can weep, few can cry  
Any wimp can weep, few can cry  
Everyone complains, few can state  
Everyone complains, few can state  
Anyone can stop, few can wait  
Anyone can stop, few can wait  
  
It's hard  
It's very, very, very, very hard, so very hard  
It's hard  
It's very, very, very, very hard, so very hard  
  
Anyone can do anything if they hold the right card  
Anyone can do anything if they hold the right card  
So, I'm thinking about my life now  
So, I'm thinking about my life now  
I'm thinking very hard  
I'm thinking very hard  
Deal me another hand, Lord, this one's very hard  
Deal me another hand, Lord, this one's very hard  
Deal me another hand, Lord, this one's very hard  
Deal me another hand, Lord, this one's very hard

"
0,"Well gather round people  
And listen to this  
I am a hermit of burial ridge  
Once I was shaven and worked every day  
But the call of the wild just lured me away  
Singing hi hi ho it's a water a day  
On my way to an unmarked grave  
Hi hi ho it's a water a day  
On my way to an unmarked grave  
  
There's pals at my table and mud on the floor  
There's bears in the area and wolves at the door  
Their singing a song about cookie McBride  
Who goes out a-trapping and then tails their hide  
  
Hi hi hey it's a water a day  
On my way to an unhappy grave  
Hi hi hey it's a water a day  
On my way to a rain filled grave  
So if you're planning a natural trip  
Don't call up snooping on burial ridge  
The searchers will come and discover your hide  
High, wet and hanging like cookie McBride  
  
Hi hi hey it's a water a day  
On your way to an unhappy grave  
Hi hi hey it's a water a day  
Who will remember the money you saved?  
I'm in over your head  
You're in over your head

"
0,"Author unknown (sung by Gerry Beckley)  
Found on Heard.  
  
Snow is falling  
Evening calling  
On knees, a calling friends  
Can't you see  
Doesn't help to be  
The end  
  
Strolling through lost times with you  
What were we thinking of  
Could it be they jumped the queue  
In the winter of our love  
  
Baby, we should've known  
Where we were going  
Should've known  
Where we were going  
We're in the sea of destiny  
In the winter of our love  
  
Do you know we're alone out here  
What am I thinkin' of  
Did this come to the time of year  
Called the winter of our love  
  
Baby, we should've known  
Where we were going  
We should've known  
Where we were going  
We're in the sea of destiny  
In the winter of our love  
  
Oh, I needed you so  
Ah, you know, I never, never want to let you go

"
0,"When I found You  
All became new  
Now I live for You  
  
Because You saved me  
And You forgave me  
I have been set free  
  
Everything inside me gives You praise  
  
For everything You've done in me  
I will sing to You  
And I will worship You  
FOR EVERYTHING!  
  
For everything You are to me  
I will shout Your praise  
And live for You always  
FOR EVERYTHING!  
  
No matter what I go through  
I'll lift my praise up to You  
In everything I will sing  
My praise unto the King

"
0,"And you see much better than I see  
And you know all that I'm thinking  
To define or redefine too slow  
And it seems all that I'm sinking  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
  
And you bleed much better than I bleed  
And you've shown all that is so good  
And your word, much better than my word  
And you stand right where a hole should  
  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
  
To feel divine  
To hold onto ones self  
To give and to give and  
To never receive by myself  
  
Running through the deep (I want it)  
Gonna find the backwoods (I need it)  
I found out (much more than he did)  
All day long who will be the big men giving some  
(give it back somehow)  
Giving some (I'm ready to forgive now)  
  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
Running through the deep gonna find the back backwoods  
I found out gonna get it gonna get it  
All day long who will be the big men  
Are you really really gonna get it

"
0,"Woke up this morning and I had those Walking Blues (x2)  
I wasn't walkin' nowhere 'cause I didn't have no floor!  
  
Staring over the edge of the bed  
My old lady lying next to me, I started to cry (x2)  
She said ""I'm gonna take this diploma,  
I'm gonna slice you in the eye!""  
  
Well I'm alright (he's alright) (x9)  
'cause I got a degree!  
  
Escaping through my window  
There's a policeman on the lawn outside my home (x2)  
I opened my mouth to scream but my throat was full of foam  
  
So I'm sittin' in this cell  
My fortune dwindled to a thimble full of filth (x2)  
I may spend the rest of my life in jail but at least it's got a floor!  
  
Chorus  
  

"
0,"I can see that look that says beware  
Try to move in closer if you dare  
So I must sit and play  
My waiting game  
And for a while I know  
She'll do the same  
Fly away  
  
Watches like an eagle from its eyrie  
And like a bird of prey  
She captures me  
But I am older and  
More wise than you  
Bird of prey  
Straight into me you flew  
Fly away  
  
Now every time I tried to set her free  
I'm glad to say she comes  
Right back to me  
But if I knew she didn't want to stay  
I wouldn't try to keep that  
Lovely bird of prey

"
0,"You're walking 'round in my memory  
That only gets stronger and stronger  
Smudged mascara and pill-shaped eyes  
Everything you want was bought with lies.  
But what can I do about it  
The say you won't last any longer  
All the gates of love you won't walk through  
The only gates you see are colored blue.  
I see you peering through frosted windows  
Eyes don't smile, all they do is cry  
Funny Face, she's all right  
Funny Face, she's all right  
Funny Face, she's all right  
Oh how can I live without her  
The doctors won't let me see her  
But I can catch a glimpse through the doorway  
Of the girl that I love and care for  
I see you peering through frosted windows  
Eyes don't smile, all they do is cry  
Funny Face, she's all right  
Funny Face, she's all right  
Funny Face, she's all right

"
0,"Well there's floodin' down in Texas  
All of the telephone lines are down  
Well there's floodin' down in Texas  
All of the telephone lines are down  
And I've been tryin' to call my baby  
Lord and I can't get a single sound  
  
Well dark clouds are rollin' in  
Man I'm standin' out in the rain  
Well dark clouds are rollin' in  
Man I'm standin' out in the rain  
Yeah flood water keep a rollin'  
Man it's about to drive poor me insane  
  
Well I'm leavin' you baby  
Lord and I'm goin' back home to stay  
Well I'm leavin' you baby  
Lord and I'm goin' back home to stay  
Well back home are no floods or tornadoes  
Baby and the sun shines every day

"
0,"I've lived enough  
To know that love's not everything you need  
God knows I know there are still so many things  
  
You want to be  
I've seen enough to understand the pain  
You're goin' through  
It's just a shame to know  
I'm not enough for you  
It hurts to see the hurt beneath  
Your laughter and your lies  
And try in vain to free the painful secret  
  
Locked behind your eyes  
And I can't even blame you  
For the things you're turning to  
It's just a shame to know  
I'm not enough for you.  
  
I've given you the best  
Of everything I had to give  
Now there's nothin' left for me to leave you  
But my will to live  
I hope someday  
  
Somebody somewhere loves you  
Like I do  
It's just a shame to know  
I'm not enough for you.

"
0,"There's a hundred dollar bill on the table  
To get me through the night  
Got a tight blue jean honky tonk queen  
To hold me tight and the cowboy bands in mission  
Of Texas waltz  
It's music to my ears and a need to hear  
To keep me from climbing the wall  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
  
Got all my friends around me  
Telling the latest jokes  
They can't see the joke's on me  
I'm at the end of my rope  
So i step out side and drink one  
In the driving rain  
That's all right if i'm high tonight  
Cause she's already drove me insane.  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
Oh, let the whiskey whisk her out of my mind

"
0,"I'm going to Chicago that's the last place my baby stayed  
I'm packing up my bags I'm gonna leave this town right away  
I'm gonna find that girl if I have to hitch hike around the world  
  
""Chicago City"" that's what the sign on the freeway read  
I'm gonna keep on going 'til I get to that street's called 6th and Main  
I've gotta find that girl if i have to hitch hike around the world  
  
C'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike baby  
Hitch hike  
Hitch hike baby  
C'mon hitch hike  
Hitch hike darling  
  
I'm going to St. Louis but my next stop just might be L.A., that's what I say  
I got no money in my pocket so i'm going to have to hitch hike all the way  
I'm gonna find that girl if i have to hitch hike around the world  
  
C'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike baby  
Hitch hike  
Hitch hike baby  
C'mon hitch hike  
Hitch hike children  
  
Now c'mon c'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike darling  
c'mon hitch hike  
Hitch hike children  
Hitch hike hitch hike  
Hitch hike baby  
Mmmmm...

"
0,"Ah shit, y'all know what the sound of that is  
That's the sound of them braves  
Them Atlanta niggaz in this bitch once again  
Its the muthafuckin Ying Yang Twins  
And it's a new year nigga  
And you know its your dawg beatin ass formally known as DJ Smurf  
And since this is a new day for us I want y'all to get to know these niggaz
personally  
I know y'all know the twins as a group but y'all don't know them niggaz
individually  
So right about now I'ma put y'all up on what the deal is right now  
  
First off, you got this nigga D-Roc  
This nigga stay drunk 20 outta 24 hours of the day  
This nigga might fall out the mouth and say anything to ya  
So if you're a sensitive ass bitch or a sensitive ass nigga  
Don't come round this nigga cause this nigga slick out the mouth  
Ya know what I'm sayin?  
  
Next off we got this nigga Kaine  
Little short grouchy muthafucka  
This nigga smoke more than a lil' bit, you know what I'm sayin?  
This nigga ain't full of bullshit, so if you around this nigga with that
stupid shit  
He gon' get you up off him ya know what I'm sayin  
  
So right about now without further ado  
I wanna bring y'all up into our world  
This is the Me and My brother MIP, ya know what I'm sayin  
Y'all gon' get to know these niggaz for real  
You gon' respect this pimpin nigga  
ATL in this bitch, Colipark record  
Ying Yang Twins beatin ass  
Oh my god it's goin down nigga  
So check this shit out right here  
Yeah!

"
0,"Chorus  
Talk to the people, but they just don't listen, no.  
Talk to the people, but they just don't listen.  
Talk to the people, but they just don't listen, no.  
Talk to the people ...  
  
Why won't they listen to rhyme or reason?  
Please won't you give us just one more chance to get through?  
You ain't right if you might think we're preachin'.  
We see their faces and we're just tryin' to reach them.  
When we ...  
  
Chorus  
  
Why won't they listen to what we're sayin'?  
Please won't you help us, it's way past time that you do?  
Your future's dyin' right before your faces.  
The lord above will put us all in our places.  
When we ...  
  
Chorus  
  
But they just don't listen, no.  
  
Chorus  
  
But they just don't listen, no.  
  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  
Oooo-oooo-oooo-oooo  

"
0,"The Impossible Dream  
Performed by Glen Campbell  
To dream the impossible dream  
To fight the unbeatable foe  
To bear with unbearable sorrow  
To run where the brave dare not go  
To right the unrightable wrong  
To love pure a chaste from a far  
To try when your arms are too weary  
To reach the unreachable star  
This is my quest to follow that star  
No matter how hopeless, no matter how far  
To fight for a right  
  
Without question or pause  
To be willing to march into hell  
For a heavenly cause  
And I know, if I'll only be true  
To this glorious quest  
That my heart will lie peaceful and calm  
When I'm laid to my rest  
And the world will be better for this  
That one man scorned and covered with scars  
Still strove with his last ounce of courage  
To fight the unbeatable foe  
To reach the unreachable star

"
0,"[Repeat x4]  
Shoo do do op  
Shoo do do do do do  
  
Can I have a talk with you  
Let me walk you home from school  
I got something that's on my mind  
And I don't know just what to do  
Oh oh  
  
See girl I been watching you  
And I think I'm a little sprung  
Can't seem to get my mind of ya  
Keep thinking about ya  
I think that you're the one.  
  
So won't you just listen to me  
Got so much I want to say  
Girl I've got this love for you  
You can have it your way  
Everyday, I will treat you right  
I will never lie  
Girl I promise to you that I won't make you cry  
You'll be safe with me  
And tell me you're feeling the way that I do  
  
[Repeat x2]  
Girl give me your love  
I'll give you my heart  
Let's put them together  
See what we can start  
I want to be with you  
You want to be with me  
I want to be with you  
  
All those people they talk about  
It's only a puppy love  
They say our feelings could not be real  
We know the deal yeah!  
I just don't know what to do  
Cause girl I'm so crazy 'bout you  
And I know it's not wrong  
Because I want to be everything that you need  
Shoo do do op  
  
Gonna walk you home from school  
I want to help you with your homework, homework  
And when you need a kiss or two  
I'll be the one I want to be the one.  
Girl if you say yes to me, I promise you  
I will not, I'll never leave  
I'll be right by your side  
I love you working my heart  
  
[Repeat x2]  
Girl give me your love  
I'll give you my heart  
Let's put them together  
See what we can start  
I want to be with you  
You want to be with me  
I want to be with you  
  
[Repeat x4]  
Girl give me your love  
I'll give you my heart  
Let's put them together  
See what we can start  
I want to be with you  
You want to be with me  
I want to be with you

"
0,"When you meet a special person  
And it feels good passing time  
You tell yourself it's casual  
But they have something else in mind  
  
You try to make some reason  
A voice calls out from across the room  
She runs away without an answer  
She runs away too soon  
  
[Chorus:]  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying  
  
We all belong to someone  
Sometimes they're so far away  
You write down words in letters  
Not quite sure what they say  
  
You know that she needs you  
And you miss her in your heart  
But a certain feeling lingers  
That keeps us miles apart  
  
[Chorus]  
  
(Oh Lord)  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying  
(You'd better believe)  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying  
Somewhere tonight  
Someone's crying

"
